# Table is orginally from arglow_groups.dat in the ESO sky model
# unsure about flux conversion so provide both the oringnal fluxes and converted
# type is defined as  Type: 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2 (Noll+2012)
# OH (X-X), O2(b-X) with the electronic states and rotational upper levels in table
# written with make_lvm_skylines_table.ipynb 2025 June 4 (Amy Jones)
# Adapted by ksl to include all lines
    wave  flux_lvm flux_eso    trans type electronic_state rotational_upper_level
4079.618 1.204e-16   0.0023 0.999965    5               41                      0
4079.818 2.094e-17   0.0004 0.999965    5               39                      0
4080.378 4.711e-17   0.0009 0.999964    5               39                      0
4080.518 3.141e-17   0.0006 0.999964    5               39                      0
4081.048 1.779e-16   0.0034 0.999963    5               41                      0
4081.507 6.803e-17   0.0013 0.999963    5               41                      0
4082.557 3.139e-17   0.0006 0.999961    5               41                      0
4083.137 6.800e-17   0.0013  0.99996    5               41                      0
4084.087 0.000e+00      0.0 0.999959    5               39                      0
4084.367 2.092e-17   0.0004 0.999959    5               41                      0
4084.966 2.614e-17   0.0005 0.999958    5               41                      0
4085.636 4.705e-17   0.0009 0.999957    5               42                      0
4085.946 1.568e-17   0.0003 0.999956    5               39                      0
4086.336 5.749e-17   0.0011 0.999956    5               41                      0
4086.686 4.704e-17   0.0009 0.999955    5               39                      0
4087.006 4.703e-17   0.0009 0.999955    5               41                      0
4088.586 1.567e-17   0.0003 0.999953    5               41                      0
4089.255 4.178e-17   0.0008 0.999952    5               41                      0
4089.645 5.223e-18   0.0001 0.999951    5               39                      0
4091.015 1.044e-17   0.0002  0.99995    5               41                      0
4091.185 2.088e-17   0.0004  0.99995    1             -999                   -999
4091.695 5.742e-17   0.0011  0.99995    5               41                      0
4092.215 3.132e-17   0.0006 0.999949    5               39                      0
4092.954 2.609e-17   0.0005 0.999948    5               39                      0
4093.304 2.087e-17   0.0004 0.999948    5               39                      0
4093.664 5.217e-17    0.001 0.999947    5               41                      0
4094.374 4.695e-17   0.0009 0.999947    5               41                      0
4096.284 2.086e-17   0.0004 0.999945    1             -999                   -999
4096.503 3.128e-17   0.0006 0.999945    5               41                      0
4096.993 3.649e-17   0.0007 0.999944    5               42                      0
4097.263 4.692e-17   0.0009 0.999944    5               41                      0
4097.543 2.606e-17   0.0005 0.999944    5               41                      0
4097.873 3.127e-17   0.0006 0.999943    5               40                      0
4099.003 2.605e-17   0.0005 0.999942    1             -999                   -999
4099.223 4.168e-17   0.0008 0.999942    1             -999                   -999
4099.553 4.689e-17   0.0009 0.999942    5               41                      0
4100.352 3.646e-17   0.0007 0.999941    5               41                      0
4100.632 1.563e-17   0.0003 0.999941    5               41                      0
4100.992 5.208e-18   0.0001 0.999941    5               42                      0
4101.352 2.604e-17   0.0005 0.999941    5               42                      0
4101.722 1.041e-17   0.0002  0.99994    3             -999                   -999
4103.642 5.725e-17   0.0011 0.999939    5               41                      0
4103.981 3.123e-17   0.0006 0.999939    5               41                      0
4107.171 1.456e-16   0.0028 0.999937    5               41                      0
4107.551 6.760e-17   0.0013 0.999937    5               41                      0
4109.170 5.198e-17    0.001 0.999937    5               42                      0
4109.440 6.237e-17   0.0012 0.999937    5               42                      0
4113.959 3.634e-17   0.0007 0.999939    5               41                      0
4114.529 8.825e-17   0.0017 0.999939    5               42                      0
4120.807 9.848e-17   0.0019 0.999943    5               42                      0
4122.307 3.109e-17   0.0006 0.999944    5               41                      0
4122.937 5.698e-17   0.0011 0.999945    5               41                      0
4125.286 7.766e-17   0.0015 0.999946    5               41                      0
4126.366 3.106e-17   0.0006 0.999947    5               41                      0
4128.045 1.035e-16    0.002 0.999949    5               42                      0
4130.535 3.620e-17   0.0007 0.999949    5               41                      0
4130.804 3.619e-17   0.0007 0.999949    5               41                      0
4132.684 3.618e-17   0.0007 0.999948    5               41                      0
4134.354 3.616e-17   0.0007 0.999948    5               41                      0
4134.603 2.583e-17   0.0005 0.999948    5               41                      0
4136.283 9.295e-17   0.0018 0.999947    5               42                      0
4136.773 4.647e-17   0.0009 0.999947    5               41                      0
4138.242 4.645e-17   0.0009 0.999947    5               41                      0
4138.492 2.064e-17   0.0004 0.999948    1             -999                   -999
4138.712 5.677e-17   0.0011 0.999948    5               41                      0
4139.922 2.580e-17   0.0005 0.999941    5               41                      0
4145.481 9.789e-17   0.0019  0.99991    5               42                      0
4155.398 6.682e-17   0.0013 0.999875    5               39                      0
4155.678 1.028e-16    0.002 0.999874    5               42                      0
4156.538 1.542e-17   0.0003 0.999873    5               39                      0
4156.838 1.233e-16   0.0024 0.999872    5               39                      0
4158.127 9.759e-17   0.0019  0.99987    5               39                      0
4158.517 6.163e-17   0.0012 0.999869    5               39                      0
4158.827 8.217e-17   0.0016 0.999869    5               39                      0
4160.747 9.753e-17   0.0019 0.999866    5               39                      0
4161.116 5.646e-17   0.0011 0.999865    5               39                      0
4161.466 8.725e-17   0.0017 0.999865    5               39                      0
4163.986 9.746e-17   0.0019 0.999861    5               39                      0
4164.056 1.231e-16   0.0024 0.999861    5               41                      0
4164.386 8.206e-17   0.0016  0.99986    5               39                      0
4164.726 8.718e-17   0.0017  0.99986    5               39                      0
4164.985 1.077e-16   0.0021  0.99986    5               41                      0
4165.705 8.716e-17   0.0017 0.999858    5               41                      0
4166.645 3.076e-17   0.0006 0.999857    5               41                      0
4166.905 5.126e-17    0.001 0.999857    5               42                      0
4167.285 1.538e-17   0.0003 0.999856    5               41                      0
