# AIRGLOW LINE LIST
# based on
# - Hanuschik (2003) and Cosby et al. (2006) UVES line atlas
#   for optical non-OH lines and OH lines with delta v >= 4
#   (scaled to mean intensities of the Patat (2008) FORS1 data set)
# - OH calculations of Rousselot et al. (2000)
#   for Einstein coefficients of Goldman et al. (1998) instead of Mies (1974)
#   (scaled to the measured OH intensities in the optical)
# - O2 bands at 1.27 and 1.58 mum from the HITRAN database for 200 K
#   (scaled to match mean O2/OH band flux ratios of an XSHOOTER NIR data set)
# Different variability classes are indicated:
# 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2
# Wavelength (vac) [mum]  Flux [phot/sm2as2]  Type
1.586771   1.1796  5                                                            
1.586923  13.8735  4                                                            
1.586938  13.8735  4                                                            
1.587262   0.9317  5                                                            
1.588246   0.9722  5                                                            
1.588732   0.7995  5                                                            
1.589003   0.5130  4                                                            
1.589004   0.5130  4                                                            
1.589648   0.2830  4                                                            
1.589717   3.8768  4                                                            
1.589731   0.7053  5                                                            
1.589741   3.8768  4                                                            
1.589779   0.2830  4                                                            
1.590212   0.5971  5                                                            
1.591225   0.4579  5                                                            
1.591477   0.4824  4                                                            
1.591702   0.3956  5                                                            
1.591707   0.4824  4                                                            
1.592494   0.1464  4                                                            
1.592500   0.1464  4                                                            
1.592501   0.3789  5                                                            
1.592729   0.2681  5                                                            
1.593202   0.2353  5                                                            
1.593203   0.9054  4                                                            
1.593240   0.9054  4                                                            
1.594243   0.1423  5                                                            
1.594712   0.1265  5                                                            
1.595426   0.3440  5                                                            
1.596716   0.0337  4                                                            
1.596730   0.0337  4                                                            
1.597245  26.5146  4                                                            
1.597274  26.5146  4                                                            
1.597398   0.1743  4                                                            
1.597450   0.1743  4                                                            
1.598368   0.2663  5                                                            
1.601670   0.0062  4                                                            
1.601696   0.0062  4                                                            
1.602316   0.0275  4                                                            
1.602385   0.0275  4                                                            
1.603066  88.8333  4                                                            
1.603100  88.8333  4                                                            
1.604127   0.0467  4                                                            
1.604292   0.0467  4                                                            
1.605716   0.0760  4                                                            
1.605985   0.0760  4                                                            
1.607364   0.0009  4                                                            
1.607402   0.0009  4                                                            
1.607970  33.3533  4                                                            
1.607971   0.0035  4                                                            
1.607980  33.3533  4                                                            
1.608059   0.0035  4                                                            
1.612829  94.1317  4                                                            
1.612892  94.1317  4                                                            
1.613808   0.0001  4                                                            
1.613860   0.0001  4                                                            
1.614376   0.0004  4                                                            
1.614485   0.0004  4                                                            
1.619454  25.7210  4                                                            
1.619456   0.0060  4                                                            
1.619469  25.7210  4                                                            
1.619656   0.0060  4                                                            
1.620850   0.0093  4                                                            
1.621162   0.0093  4                                                            
1.621548   0.0000  4                                                            
1.621680   0.0000  4                                                            
1.622082   0.0001  4                                                            
1.622105   0.0012  4                                                            
1.622119   0.0001  4                                                            
1.622152   0.0012  4                                                            
1.622282   0.0001  4                                                            
1.622341   0.0001  4                                                            
1.622418   0.0008  4                                                            
1.622480   0.0008  4                                                            
1.622941   0.0109  4                                                            
1.622995   0.0109  4                                                            
1.623404   0.0069  4                                                            
1.623467   0.0069  4                                                            
1.623490  62.5286  4                                                            
1.623585  62.5286  4                                                            
1.624577   0.0780  4                                                            
1.624637   0.0780  4                                                            
1.625243   0.0472  4                                                            
1.625304   0.0472  4                                                            
1.627001   0.4404  4                                                            
1.627063   0.4404  4                                                            
1.627945   0.2539  4                                                            
1.628000   0.2539  4                                                            
1.630197   1.9535  4                                                            
1.630258   1.9535  4                                                            
1.631528   1.0606  4                                                            
1.631575   1.0606  4                                                            
1.631695  13.9529  4                                                            
1.631737  13.9529  4                                                            
1.634147   6.7363  4                                                            
1.634204   6.7363  4                                                            
1.635065  30.1324  4                                                            
1.635195  30.1324  4                                                            
1.635669   0.0006  4                                                            
1.635906   0.0006  4                                                            
1.636021   3.3957  4                                                            
1.636056   3.3957  4                                                            
1.636906   0.0009  4                                                            
1.637262   0.0009  4                                                            
1.638824  17.7138  4                                                            
1.638874  17.7138  4                                                            
1.641464   8.1340  4                                                            
1.641483   8.1340  4                                                            
1.644197  34.0024  4                                                            
1.644235  34.0024  4                                                            
1.644725   5.5853  4                                                            
1.644798   5.5853  4                                                            
1.647565  10.9770  4                                                            
1.647732  10.9770  4                                                            
1.647906  13.9217  4                                                            
1.647906  13.9217  4                                                            
1.650224  41.1511  4                                                            
1.650249  41.1511  4                                                            
1.652802   0.0000  4                                                            
1.653078   0.0000  4                                                            
1.653909   0.0001  4                                                            
1.654312   0.0001  4                                                            
1.655372  14.8314  4                                                            
1.655391  14.8314  4                                                            
1.658580   1.6887  4                                                            
1.658685   1.6887  4                                                            
1.660999   3.0949  4                                                            
1.661205   3.0949  4                                                            
1.668918  11.5984  4                                                            
1.668922  11.5984  4                                                            
1.669237 107.5978  4                                                            
1.669239 107.5978  4                                                            
1.670260   3.5102  4                                                            
1.670267   3.5102  4                                                            
1.670881  39.1576  4                                                            
1.670889  39.1576  4                                                            
1.672471   1.3768  4                                                            
1.672477   1.3768  4                                                            
1.673240  13.1931  4                                                            
1.673256  13.1931  4                                                            
1.673296   0.3914  4                                                            
1.673435   0.3914  4                                                            
1.675383   0.6734  4                                                            
1.675523   0.4915  4                                                            
1.675526   0.4915  4                                                            
1.675630   0.6734  4                                                            
1.676343   3.8470  4                                                            
1.676371   3.8470  4                                                            
1.679396   0.1472  4                                                            
1.679401   0.1472  4                                                            
1.680215   0.9468  4                                                            
1.680258   0.9468  4                                                            
1.684033  23.7146  4                                                            
1.684064  23.7146  4                                                            
1.684082   0.0360  4                                                            
1.684096   0.0360  4                                                            
1.684876   0.1940  4                                                            
1.684936   0.1940  4                                                            
1.688914   0.0703  4                                                            
1.689089   0.0703  4                                                            
1.689585   0.0071  4                                                            
1.689612   0.0071  4                                                            
1.690342   0.0328  4                                                            
1.690350  79.7131  4                                                            
1.690386  79.7131  4                                                            
1.690421   0.0328  4                                                            
1.690735   0.1154  4                                                            
1.691025   0.1154  4                                                            
1.695501  30.4051  4                                                            
1.695514  30.4051  4                                                            
1.695915   0.0011  4                                                            
1.695956   0.0011  4                                                            
1.696630   0.0046  4                                                            
1.696731   0.0046  4                                                            
1.700843  86.4495  4                                                            
1.700909  86.4495  4                                                            
1.703085   0.0001  4                                                            
1.703143   0.0001  4                                                            
1.703759   0.0005  4                                                            
1.703882   0.0005  4                                                            
1.705473   0.0099  4                                                            
1.705686   0.0099  4                                                            
1.707079   0.0156  4                                                            
1.707415   0.0156  4                                                            
1.707831  24.1500  4                                                            
1.707843  24.1500  4                                                            
1.711746   0.0000  4                                                            
1.711896   0.0000  4                                                            
1.712315  59.3438  4                                                            
1.712417  59.3438  4                                                            
1.717014   0.0017  4                                                            
1.717048   0.0017  4                                                            
1.717343   0.0011  4                                                            
1.717406   0.0011  4                                                            
1.717459   0.0002  4                                                            
1.717478   0.0002  4                                                            
1.717490   0.0135  4                                                            
1.717535   0.0135  4                                                            
1.717661   0.0001  4                                                            
1.717720   0.0001  4                                                            
1.717986   0.0084  4                                                            
1.718051   0.0084  4                                                            
1.718870   0.0879  4                                                            
1.718923   0.0879  4                                                            
1.719593   0.0527  4                                                            
1.719656   0.0527  4                                                            
1.721011  13.6674  4                                                            
1.721053  13.6674  4                                                            
1.721137   0.4590  4                                                            
1.721196   0.4590  4                                                            
1.722170   0.2624  4                                                            
1.722228   0.2624  4                                                            
1.723013   0.0011  4                                                            
1.723266   0.0011  4                                                            
1.724274   1.9019  4                                                            
1.724334   1.9019  4                                                            
1.724443   0.0017  4                                                            
1.724793  29.8323  4                                                            
1.724828   0.0017  4                                                            
1.724932  29.8323  4                                                            
1.725736   1.0239  4                                                            
1.725785   1.0239  4                                                            
1.728258   6.1876  4                                                            
1.728315   6.1876  4                                                            
1.730319   3.0915  4                                                            
1.730355   3.0915  4                                                            
1.733062  15.4985  4                                                            
1.733112  15.4985  4                                                            
1.735078   5.7648  4                                                            
1.735152   5.7648  4                                                            
1.735959   7.0592  4                                                            
1.735979   7.0592  4                                                            
1.738291  11.4518  4                                                            
1.738471  11.4518  4                                                            
1.738650  28.6228  4                                                            
1.738689  28.6228  4                                                            
1.741576   0.0001  4                                                            
1.741871   0.0001  4                                                            
1.742704  11.6375  4                                                            
1.742705  11.6375  4                                                            
1.742861   0.0001  4                                                            
1.743297   0.0001  4                                                            
1.744985  33.6392  4                                                            
1.745009  33.6392  4                                                            
1.750068   1.8564  4                                                            
1.750178   1.8564  4                                                            
1.750580  12.0733  4                                                            
1.750599  12.0733  4                                                            
1.752825   3.4232  4                                                            
1.753047   3.4232  4                                                            
1.764983   9.2950  4                                                            
1.764988   9.2950  4                                                            
1.765321  86.7311  4                                                            
1.765323  86.7311  4                                                            
1.766023   0.4631  4                                                            
1.766170   0.4631  4                                                            
1.766484   2.8464  4                                                            
1.766492   2.8464  4                                                            
1.767177  32.3454  4                                                            
1.767185  32.3454  4                                                            
1.768416   0.8047  4                                                            
1.768683   0.8047  4                                                            
1.768960   1.1422  4                                                            
1.768967   1.1422  4                                                            
1.769835  11.2744  4                                                            
1.769853  11.2744  4                                                            
1.772384   0.4224  4                                                            
1.772388   0.4224  4                                                            
1.773330   3.4320  4                                                            
1.773361   3.4320  4                                                            
1.776736   0.1329  4                                                            
1.776740   0.1329  4                                                            
1.777689   0.8900  4                                                            
1.777737   0.8900  4                                                            
1.781131  19.1053  4                                                            
1.781164  19.1053  4                                                            
1.782007   0.0345  4                                                            
1.782022   0.0345  4                                                            
1.782937   0.1940  4                                                            
1.782988   0.0904  4                                                            
1.783004   0.1940  4                                                            
1.783173   0.0904  4                                                            
1.785087   0.1498  4                                                            
1.785401   0.1498  4                                                            
1.788012  64.3956  4                                                            
1.788048  64.3956  4                                                            
1.788204   0.0073  4                                                            
1.788232   0.0073  4                                                            
1.789094   0.0353  4                                                            
1.789184   0.0353  4                                                            
1.793467  24.9683  4                                                            
1.793482  24.9683  4                                                            
1.795339   0.0013  4                                                            
1.795383   0.0013  4                                                            
1.796183   0.0053  4                                                            
1.796298   0.0053  4                                                            
1.799362  71.5456  4                                                            
1.799430  71.5456  4                                                            
1.801008   0.0139  4                                                            
1.801234   0.0139  4                                                            
1.802869   0.0222  4                                                            
1.803232   0.0222  4                                                            
1.803431   0.0002  4                                                            
1.803493   0.0002  4                                                            
1.804227   0.0007  4                                                            
1.804370   0.0007  4                                                            
1.806788  20.4650  4                                                            
1.806799  20.4650  4                                                            
1.811796  50.7766  4                                                            
1.811902  50.7766  4                                                            
1.813250   0.0001  4                                                            
1.813425   0.0001  4                                                            
1.820130   0.0017  4                                                            
1.820400   0.0017  4                                                            
1.821080  12.0756  4                                                            
1.821122  12.0756  4                                                            
1.821797   0.0026  4                                                            
1.822212   0.0026  4                                                            
1.825348  26.6480  4                                                            
1.825370   0.0151  4                                                            
1.825402   0.0151  4                                                            
1.825446   0.0020  4                                                            
1.825462   0.0020  4                                                            
1.825495  26.6480  4                                                            
1.825778   0.0013  4                                                            
1.825839   0.0013  4                                                            
1.825893   0.0094  4                                                            
1.825958   0.0094  4                                                            
1.826335   0.0909  4                                                            
1.826380   0.0909  4                                                            
1.826582   0.0002  4                                                            
1.826586   0.0002  4                                                            
1.826773   0.0001  4                                                            
1.826828   0.0001  4                                                            
1.827116   0.0542  4                                                            
1.827180   0.0542  4                                                            
1.828321   0.4403  4                                                            
1.828373   0.4403  4                                                            
1.829451   0.2496  4                                                            
1.829511   0.2496  4                                                            
1.831303   1.7083  4                                                            
1.831359   1.7083  4                                                            
1.832913   0.9122  4                                                            
1.832965   0.9122  4                                                            
1.835255   5.2531  4                                                            
1.835310   5.2531  4                                                            
1.836383   5.3727  4                                                            
1.836460   5.3727  4                                                            
1.837531   2.6047  4                                                            
1.837570   2.6047  4                                                            
1.840040  10.7931  4                                                            
1.840147  12.5535  4                                                            
1.840195  12.5535  4                                                            
1.840231  10.7931  4                                                            
1.840406   0.0002  4                                                            
1.840722   0.0002  4                                                            
1.841912   0.0003  4                                                            
1.842383   0.0003  4                                                            
1.843344   5.6768  4                                                            
1.843365   5.6768  4                                                            
1.845939  22.3319  4                                                            
1.845977  22.3319  4                                                            
1.850400   9.0300  4                                                            
1.850401   9.0300  4                                                            
1.852595  25.5170  4                                                            
1.852619  25.5170  4                                                            
1.852736   1.8438  4                                                            
1.852849   1.8438  4                                                            
1.855897   3.4366  4                                                            
1.856135   3.4366  4                                                            
1.858723   9.1382  4                                                            
1.858743   9.1382  4                                                            
1.870185   0.4955  4                                                            
1.870338   0.4955  4                                                            
1.872944   0.8696  4                                                            
1.873232   0.8696  4                                                            
1.874109   6.9389  4                                                            
1.874115   6.9389  4                                                            
1.874453  65.1050  4                                                            
1.874455  65.1050  4                                                            
1.875814   2.1496  4                                                            
1.875824   2.1496  4                                                            
1.876584  24.8951  4                                                            
1.876593  24.8951  4                                                            
1.878633   0.8825  4                                                            
1.878642   0.8825  4                                                            
1.879631   8.9747  4                                                            
1.879651   8.9747  4                                                            
1.882537   0.3381  4                                                            
1.882543   0.3381  4                                                            
1.883634   2.8534  4                                                            
1.883670   2.8534  4                                                            
1.887509   0.1117  4                                                            
1.887512   0.1117  4                                                            
1.888627   0.7800  4                                                            
1.888682   0.7800  4                                                            
1.888782   0.1053  4                                                            
1.888977   0.1053  4                                                            
1.891215   0.1760  4                                                            
1.891465  14.3591  4                                                            
1.891502  14.3591  4                                                            
1.891556   0.1760  4                                                            
1.893538   0.0308  4                                                            
1.893553   0.0308  4                                                            
1.894639   0.1809  4                                                            
1.894718   0.1809  4                                                            
1.898989  48.5696  4                                                            
1.899027  48.5696  4                                                            
1.900638   0.0070  4                                                            
1.900667   0.0070  4                                                            
1.901699   0.0354  4                                                            
1.901804   0.0354  4                                                            
1.904834  19.1516  4                                                            
1.904853  19.1516  4                                                            
1.908583   0.0178  4                                                            
1.908823   0.0013  4                                                            
1.908823   0.0178  4                                                            
1.908871   0.0013  4                                                            
1.909835   0.0058  4                                                            
1.909970   0.0058  4                                                            
1.910748   0.0287  4                                                            
1.911146   0.0287  4                                                            
1.911373  55.3404  4                                                            
1.911444  55.3404  4                                                            
1.918119   0.0002  4                                                            
1.918188   0.0002  4                                                            
1.919078   0.0008  4                                                            
1.919247   0.0008  4                                                            
1.919350  16.2152  4                                                            
1.919358  16.2152  4                                                            
1.924975  40.6475  4                                                            
1.925086  40.6475  4                                                            
1.929462   0.0001  4                                                            
1.929645   0.0024  4                                                            
1.929669   0.0001  4                                                            
1.929933   0.0024  4                                                            
1.931587   0.0038  4                                                            
1.932048   0.0038  4                                                            
1.934991   9.9926  4                                                            
1.935032   9.9926  4                                                            
1.939839  22.3089  4                                                            
1.939996  22.3089  4                                                            
1.951042   0.0157  4                                                            
1.951053   0.0157  4                                                            
1.951341   0.0868  4                                                            
1.951370   0.0868  4                                                            
1.951579   0.0097  4                                                            
1.951645   0.0097  4                                                            
1.951805   4.6935  4                                                            
1.951883   4.6935  4                                                            
1.951962   0.0023  4                                                            
1.951974   0.0023  4                                                            
1.952030   0.0003  4                                                            
1.952175   0.0514  4                                                            
1.952244   0.0514  4                                                            
1.952289   0.0015  4                                                            
1.952347   0.0015  4                                                            
1.952370   0.0003  4                                                            
1.952841   0.3914  4                                                            
1.952882   0.3914  4                                                            
1.953787   0.0004  4                                                            
1.954076   0.2205  4                                                            
1.954131   0.0003  4                                                            
1.954142   0.2205  4                                                            
1.954172   0.0003  4                                                            
1.954314   0.0004  4                                                            
1.954317   0.0002  4                                                            
1.954362   0.0002  4                                                            
1.955510   1.4267  4                                                            
1.955559   1.4267  4                                                            
1.956000   9.5435  4                                                            
1.956206   9.5435  4                                                            
1.957292   0.7567  4                                                            
1.957351   0.7567  4                                                            
1.957597   0.0000  4                                                            
1.957672   0.0000  4                                                            
1.959317   4.1586  4                                                            
1.959367   4.1586  4                                                            
1.961849   2.0478  4                                                            
1.961895   2.0478  4                                                            
1.964224   9.5047  4                                                            
1.964270   9.5047  4                                                            
1.967786   4.2759  4                                                            
1.967814   4.2759  4                                                            
1.969835   1.7189  4                                                            
1.969953   1.7189  4                                                            
1.970190  16.3265  4                                                            
1.970227  16.3265  4                                                            
1.973492   3.2426  4                                                            
1.973750   3.2426  4                                                            
1.975149   6.5800  4                                                            
1.975154   6.5800  4                                                            
1.977174  18.1835  4                                                            
1.977198  18.1835  4                                                            
1.977406   0.0000  4                                                            
1.978007   0.0000  4                                                            
1.983964   6.5116  4                                                            
1.983981   6.5116  4                                                            
1.989136   0.4981  4                                                            
1.989297   0.4981  4                                                            
1.992351   0.8841  4                                                            
1.992665   0.8841  4                                                            
2.000497   4.8916  4                                                            
2.000506   4.8916  4                                                            
2.000815  46.1060  4                                                            
2.000818  46.1060  4                                                            
2.002476   1.5337  4                                                            
2.002490   1.5337  4                                                            
2.003316  18.0589  4                                                            
2.003326  18.0589  4                                                            
2.005751   0.6441  4                                                            
2.005766   0.6441  4                                                            
2.006888   6.7486  4                                                            
2.006911   6.7486  4                                                            
2.009769   0.1154  4                                                            
2.009977   0.1154  4                                                            
2.010298   0.2556  4                                                            
2.010309   0.2556  4                                                            
2.011577   2.2425  4                                                            
2.011618   2.2425  4                                                            
2.012622   0.1949  4                                                            
2.012997   0.1949  4                                                            
2.016102   0.0886  4                                                            
2.016105   0.0886  4                                                            
2.017424   0.6465  4                                                            
2.017489   0.6465  4                                                            
2.019302  10.2279  4                                                            
2.019343  10.2279  4                                                            
2.023153   0.0260  4                                                            
2.023164   0.0260  4                                                            
2.024469   0.1598  4                                                            
2.024561   0.1598  4                                                            
2.027565  34.7446  4                                                            
2.027603  34.7446  4                                                            
2.031466   0.0064  4                                                            
2.031494   0.0064  4                                                            
2.031803   0.0215  4                                                            
2.032060   0.0215  4                                                            
2.032749   0.0336  4                                                            
2.032874   0.0336  4                                                            
2.033937  13.9565  4                                                            
2.033962  13.9565  4                                                            
2.034355   0.0349  4                                                            
2.034796   0.0349  4                                                            
2.041067   0.0013  4                                                            
2.041118   0.0013  4                                                            
2.041230  40.6576  4                                                            
2.041306  40.6576  4                                                            
2.042304   0.0060  4                                                            
2.042465   0.0060  4                                                            
2.049936  12.2290  4                                                            
2.049937  12.2290  4                                                            
2.051993   0.0002  4                                                            
2.052069   0.0002  4                                                            
2.053176   0.0009  4                                                            
2.053380   0.0009  4                                                            
2.055309   0.0033  4                                                            
