output_row,stack_row,exposure,status,elapsed_seconds,r2,rms_residual_scaled,closure_max_abs,skyline_fraction,weight_min,weight_median,weight_max
115,6752,39264,Solved,5.463306833000388,0.9406849654971998,1.5245656802287255,0.0,0.6088218692040964,0.0,0.006778852057644046,13.557704115288093
116,6753,39263,Solved,5.581361457996536,0.9408880346348777,1.482198780045247,0.0,0.6088218692040964,0.0006003299486489131,0.006810788614355063,13.621577228710127
117,6831,41933,Solved,5.583689833001699,0.9322625118169839,1.5775384130302201,0.0,0.608660591887751,0.0,0.006714582722155301,13.429165444310602
118,7018,34611,Solved,5.5757871250098106,0.9474862401489741,0.8058033811820444,0.0,0.6087412305459237,0.0006003974171272156,0.006705959963477377,13.411919926954752
119,7020,37528,Solved,5.381307832984021,0.9573317762909287,0.991545140927503,0.0,0.6088218692040964,0.0,0.006748466897786432,13.496933795572863
120,7025,19540,Solved,5.599042749992805,0.9490156440450213,1.7457890758451797,0.0,0.6087412305459237,0.0006008808907011003,0.00674304896388701,13.48609792777402
121,7125,41935,Solved,5.552228584012482,0.9399603254769856,1.0687372061453082,0.0,0.608660591887751,0.0,0.006689577521309555,13.37915504261911
122,7303,37538,Solved,5.541942416981328,0.9449994931223478,1.6989021637178539,0.0,0.6088218692040964,0.0,0.006784965448992909,13.569930897985818
123,7305,37527,Solved,5.524934165994637,0.9615035177148805,0.9578136786665269,0.0,0.6088218692040964,0.0005996448177627821,0.006763089828205802,13.526179656411603
124,7310,13367,Solved,5.423172124981647,0.9505391650974075,1.3464216308132413,0.0,0.6088218692040964,0.0,0.00679296927545526,13.58593855091052
125,7869,34556,Solved,5.499119292013347,0.906561975085632,1.7881486092356584,0.0,0.608660591887751,0.0005988668583621086,0.006719093363525674,13.438186727051347
126,7876,34557,Solved,5.5432432089874055,0.9100460644597107,1.7696198332315927,0.0,0.608660591887751,0.0006001567807826712,0.006736674026826234,13.473348053652467
127,7878,34559,Solved,5.553961291006999,0.9093711661141461,1.9564956937726983,0.0,0.608660591887751,0.0005990486191471498,0.006681013583917298,13.362027167834595
128,7879,34558,Solved,5.910034708009334,0.9110755286263206,1.8227168275035734,0.0,0.608660591887751,0.0006002166995459336,0.006703996078843391,13.407992157686783
129,7888,34560,Solved,5.775259624992032,0.9085337631250143,1.9079075156568202,0.0,0.608660591887751,0.0006006242568952393,0.0066705140107672645,13.341028021534528
130,7889,34561,Solved,6.032437457994092,0.9104368569351745,1.796879587412562,0.0,0.608660591887751,0.00060114613912678,0.006680971794891765,13.36194358978353
131,8167,53166,Solved,5.782104582991451,0.9458429107278451,0.9138554943171304,0.0,0.6087412305459237,0.000600068754159939,0.006690028224889489,13.380056449778976
132,8168,53167,Solved,5.409707042010268,0.9479699426175419,0.8953085289847286,0.0,0.6087412305459237,0.0,0.00671250201688505,13.425004033770099
133,8174,53171,Solved,5.672830584022449,0.9280445574362401,1.4539050860271072,0.0,0.6087412305459237,0.0005997989758288934,0.006748459945692446,13.496919891384893
134,8184,19539,Solved,5.612505666009383,0.9417123223054974,1.7869922343541582,0.0,0.6087412305459237,0.0006008392459277839,0.006743047622319351,13.486095244638701
135,8186,34562,Solved,5.8408726250054315,0.9071436250879189,1.9927752066279505,0.0,0.608660591887751,0.0005994602392211598,0.0066979230202678895,13.39584604053578
136,8187,34563,Solved,5.743326625000918,0.911442703624881,1.834527897377883,0.0,0.608660591887751,0.0006007290281706509,0.00668611168271781,13.37222336543562
